id,name,category,price
P608,Lays Gummy Bears,Grocery,45.00
P609,Lays Snack Pack,Grocery,100.00
P610,Lays Biscuits,Grocery,35.00
P611,Doritos Potato Chips,Grocery,35.00
P612,Doritos Chocolate Bar,Grocery,55.00
P613,Doritos Cookies,Grocery,45.00
P614,Doritos Wafers,Grocery,30.00
P615,Doritos Candy,Grocery,15.00
P616,Doritos Dark Chocolate,Grocery,85.00
P617,Doritos Milk Chocolate,Grocery,75.00
P618,Doritos Gummy Bears,Grocery,50.00
P619,Doritos Snack Pack,Grocery,110.00
P620,Doritos Biscuits,Grocery,40.00
P621,Pringles Potato Chips,Grocery,90.00
P622,Pringles Chocolate Bar,Grocery,60.00
P623,Pringles Cookies,Grocery,50.00
P624,Pringles Wafers,Grocery,35.00
P625,Pringles Candy,Grocery,20.00
P626,Pringles Dark Chocolate,Grocery,90.00
P627,Pringles Milk Chocolate,Grocery,80.00
P628,Pringles Gummy Bears,Grocery,55.00
P629,Pringles Snack Pack,Grocery,120.00
P630,Pringles Biscuits,Grocery,45.00
P631,Oreo Potato Chips,Grocery,40.00
P632,Oreo Chocolate Bar,Grocery,65.00
P633,Oreo Cookies,Grocery,30.00
P634,Oreo Wafers,Grocery,40.00
P635,Oreo Candy,Grocery,25.00
P636,Oreo Dark Chocolate,Grocery,95.00
P637,Oreo Milk Chocolate,Grocery,85.00
P638,Oreo Gummy Bears,Grocery,60.00
P639,Oreo Snack Pack,Grocery,130.00
P640,Oreo Biscuits,Grocery,35.00
P641,Cadbury Potato Chips,Grocery,45.00
P642,Cadbury Chocolate Bar,Grocery,40.00
P643,Cadbury Cookies,Grocery,55.00
P644,Cadbury Wafers,Grocery,45.00
P645,Cadbury Candy,Grocery,30.00
P646,Cadbury Dark Chocolate,Grocery,100.00
P647,Cadbury Milk Chocolate,Grocery,90.00
P648,Cadbury Gummy Bears,Grocery,65.00
P649,Cadbury Snack Pack,Grocery,140.00
P650,Cadbury Biscuits,Grocery,55.00
P651,Nestle Potato Chips,Grocery,50.00
P652,Nestle Chocolate Bar,Grocery,45.00
P653,Nestle Cookies,Grocery,60.00
P654,Nestle Wafers,Grocery,50.00
P655,Nestle Candy,Grocery,35.00
P656,Nestle Dark Chocolate,Grocery,110.00
P657,Nestle Milk Chocolate,Grocery,100.00
P658,Nestle Gummy Bears,Grocery,70.00
P659,Nestle Snack Pack,Grocery,150.00
P660,Nestle Biscuits,Grocery,60.00
P661,Hershey Potato Chips,Grocery,55.00
P662,Hershey Chocolate Bar,Grocery,50.00
P663,Hershey Cookies,Grocery,65.00
P664,Hershey Wafers,Grocery,55.00
P665,Hershey Candy,Grocery,40.00
P666,Hershey Dark Chocolate,Grocery,120.00
P667,Hershey Milk Chocolate,Grocery,110.00
P668,Hershey Gummy Bears,Grocery,75.00
P669,Hershey Snack Pack,Grocery,160.00
P670,Hershey Biscuits,Grocery,65.00
P671,Ferrero Potato Chips,Grocery,60.00
P672,Ferrero Chocolate Bar,Grocery,150.00
P673,Ferrero Cookies,Grocery,70.00
P674,Ferrero Wafers,Grocery,60.00
P675,Ferrero Candy,Grocery,45.00
P676,Ferrero Dark Chocolate,Grocery,130.00
P677,Ferrero Milk Chocolate,Grocery,120.00
P678,Ferrero Gummy Bears,Grocery,80.00
P679,Ferrero Snack Pack,Grocery,170.00
P680,Ferrero Biscuits,Grocery,70.00
P681,Mars Potato Chips,Grocery,65.00
P682,Mars Chocolate Bar,Grocery,60.00
P683,Mars Cookies,Grocery,75.00
P684,Mars Wafers,Grocery,65.00
P685,Mars Candy,Grocery,50.00
P686,Mars Dark Chocolate,Grocery,140.00
P687,Mars Milk Chocolate,Grocery,130.00
P688,Mars Gummy Bears,Grocery,85.00
P689,Mars Snack Pack,Grocery,180.00
P690,Mars Biscuits,Grocery,75.00
P691,Lindt Potato Chips,Grocery,70.00
P692,Lindt Chocolate Bar,Grocery,200.00
P693,Lindt Cookies,Grocery,80.00
P694,Lindt Wafers,Grocery,70.00
P695,Lindt Candy,Grocery,55.00
P696,Lindt Dark Chocolate,Grocery,250.00
P697,Lindt Milk Chocolate,Grocery,240.00
P698,Lindt Gummy Bears,Grocery,90.00
P699,Lindt Snack Pack,Grocery,190.00
P700,Lindt Biscuits,Grocery,80.00
P701,JBL Portable Speaker,Audio,3000.00
P702,JBL Wireless Earbuds,Audio,4500.00
P703,JBL Over-Ear Headphones,Audio,6000.00
P704,JBL Soundbar,Audio,12000.00
P705,JBL Home Theater,Audio,25000.00
P706,JBL DJ Headphones,Audio,8000.00
P707,JBL Studio Monitor,Audio,15000.00
P708,JBL Party Speaker,Audio,20000.00
P709,JBL Earphones,Audio,1500.00
P710,JBL Amp,Audio,10000.00
P711,Bose Portable Speaker,Audio,12000.00
P712,Bose Wireless Earbuds,Audio,18000.00
P713,Bose Over-Ear Headphones,Audio,25000.00
P714,Bose Soundbar,Audio,45000.00
P715,Bose Home Theater,Audio,85000.00
P716,Bose DJ Headphones,Audio,30000.00
P717,Bose Studio Monitor,Audio,55000.00
P718,Bose Party Speaker,Audio,65000.00
P719,Bose Earphones,Audio,6000.00
P720,Bose Amp,Audio,35000.00
P721,Sennheiser Portable Speaker,Audio,8000.00
P722,Sennheiser Wireless Earbuds,Audio,15000.00
P723,Sennheiser Over-Ear Headphones,Audio,22000.00
P724,Sennheiser Soundbar,Audio,35000.00
P725,Sennheiser Home Theater,Audio,70000.00
P726,Sennheiser DJ Headphones,Audio,25000.00
P727,Sennheiser Studio Monitor,Audio,45000.00
P728,Sennheiser Party Speaker,Audio,55000.00
P729,Sennheiser Earphones,Audio,5000.00
P730,Sennheiser Amp,Audio,28000.00
P731,Audio-Technica Portable Speaker,Audio,6000.00
P732,Audio-Technica Wireless Earbuds,Audio,12000.00
P733,Audio-Technica Over-Ear Headphones,Audio,18000.00
P734,Audio-Technica Soundbar,Audio,28000.00
P735,Audio-Technica Home Theater,Audio,60000.00
P736,Audio-Technica DJ Headphones,Audio,20000.00
P737,Audio-Technica Studio Monitor,Audio,38000.00
P738,Audio-Technica Party Speaker,Audio,48000.00
P739,Audio-Technica Earphones,Audio,4000.00
P740,Audio-Technica Amp,Audio,22000.00
P741,Beats Portable Speaker,Audio,10000.00
P742,Beats Wireless Earbuds,Audio,16000.00
P743,Beats Over-Ear Headphones,Audio,24000.00
P744,Beats Soundbar,Audio,38000.00
P745,Beats Home Theater,Audio,75000.00
P746,Beats DJ Headphones,Audio,28000.00
P747,Beats Studio Monitor,Audio,48000.00
P748,Beats Party Speaker,Audio,58000.00
P749,Beats Earphones,Audio,5500.00
P750,Beats Amp,Audio,30000.00
P751,Skullcandy Portable Speaker,Audio,4000.00
P752,Skullcandy Wireless Earbuds,Audio,6000.00
P753,Skullcandy Over-Ear Headphones,Audio,8000.00
P754,Skullcandy Soundbar,Audio,15000.00
P755,Skullcandy Home Theater,Audio,30000.00
P756,Skullcandy DJ Headphones,Audio,10000.00
P757,Skullcandy Studio Monitor,Audio,20000.00
P758,Skullcandy Party Speaker,Audio,25000.00
P759,Skullcandy Earphones,Audio,2000.00
P760,Skullcandy Amp,Audio,12000.00
P761,Jabra Portable Speaker,Audio,5000.00
P762,Jabra Wireless Earbuds,Audio,10000.00
P763,Jabra Over-Ear Headphones,Audio,14000.00
P764,Jabra Soundbar,Audio,20000.00
P765,Jabra Home Theater,Audio,40000.00
P766,Jabra DJ Headphones,Audio,15000.00
P767,Jabra Studio Monitor,Audio,25000.00
P768,Jabra Party Speaker,Audio,32000.00
P769,Jabra Earphones,Audio,3000.00
P770,Jabra Amp,Audio,16000.00
P771,Bang & Olufsen Portable Speaker,Audio,20000.00
P772,Bang & Olufsen Wireless Earbuds,Audio,30000.00
P773,Bang & Olufsen Over-Ear Headphones,Audio,40000.00
P774,Bang & Olufsen Soundbar,Audio,60000.00
P775,Bang & Olufsen Home Theater,Audio,120000.00
P776,Bang & Olufsen DJ Headphones,Audio,45000.00
P777,Bang & Olufsen Studio Monitor,Audio,80000.00
P778,Bang & Olufsen Party Speaker,Audio,95000.00
P779,Bang & Olufsen Earphones,Audio,15000.00
P780,Bang & Olufsen Amp,Audio,50000.00
P781,Bowers & Wilkins Portable Speaker,Audio,18000.00
P782,Bowers & Wilkins Wireless Earbuds,Audio,28000.00
P783,Bowers & Wilkins Over-Ear Headphones,Audio,38000.00
P784,Bowers & Wilkins Soundbar,Audio,55000.00
P785,Bowers & Wilkins Home Theater,Audio,110000.00
P786,Bowers & Wilkins DJ Headphones,Audio,42000.00
P787,Bowers & Wilkins Studio Monitor,Audio,75000.00
P788,Bowers & Wilkins Party Speaker,Audio,85000.00
P789,Bowers & Wilkins Earphones,Audio,12000.00
P790,Bowers & Wilkins Amp,Audio,45000.00
P791,Marshall Portable Speaker,Audio,15000.00
P792,Marshall Wireless Earbuds,Audio,14000.00
P793,Marshall Over-Ear Headphones,Audio,20000.00
P794,Marshall Soundbar,Audio,30000.00
P795,Marshall Home Theater,Audio,60000.00
P796,Marshall DJ Headphones,Audio,22000.00
P797,Marshall Studio Monitor,Audio,40000.00
P798,Marshall Party Speaker,Audio,50000.00
P799,Marshall Earphones,Audio,8000.00
P800,Marshall Amp,Audio,25000.00
P801,Canon DSLR Camera,Photo,45000.00
P802,Canon Mirrorless Camera,Photo,65000.00
P803,Canon Action Camera,Photo,20000.00
P804,Canon Drone,Photo,80000.00
P805,Canon Lens,Photo,35000.00
P806,Canon Tripod,Photo,4000.00
P807,Canon Camera Bag,Photo,2500.00
P808,Canon Flash,Photo,8000.00
P809,Canon SD Card,Photo,1500.00
P810,Canon Gimbal,Photo,12000.00
P811,Nikon DSLR Camera,Photo,42000.00
P812,Nikon Mirrorless Camera,Photo,62000.00
P813,Nikon Action Camera,Photo,18000.00
P814,Nikon Drone,Photo,75000.00
P815,Nikon Lens,Photo,32000.00
P816,Nikon Tripod,Photo,3500.00
P817,Nikon Camera Bag,Photo,2200.00
P818,Nikon Flash,Photo,7500.00
P819,Nikon SD Card,Photo,1200.00
P820,Nikon Gimbal,Photo,11000.00
P821,Sony DSLR Camera,Photo,48000.00
P822,Sony Mirrorless Camera,Photo,70000.00
P823,Sony Action Camera,Photo,25000.00
P824,Sony Drone,Photo,85000.00
P825,Sony Lens,Photo,40000.00
P826,Sony Tripod,Photo,4500.00
P827,Sony Camera Bag,Photo,3000.00
P828,Sony Flash,Photo,9000.00
P829,Sony SD Card,Photo,2000.00
P830,Sony Gimbal,Photo,15000.00
P831,Fujifilm DSLR Camera,Photo,46000.00
P832,Fujifilm Mirrorless Camera,Photo,68000.00
P833,Fujifilm Action Camera,Photo,22000.00
P834,Fujifilm Drone,Photo,82000.00
P835,Fujifilm Lens,Photo,38000.00
P836,Fujifilm Tripod,Photo,4200.00
P837,Fujifilm Camera Bag,Photo,2800.00
P838,Fujifilm Flash,Photo,8500.00
P839,Fujifilm SD Card,Photo,1800.00
P840,Fujifilm Gimbal,Photo,14000.00
P841,Panasonic DSLR Camera,Photo,44000.00
P842,Panasonic Mirrorless Camera,Photo,64000.00
P843,Panasonic Action Camera,Photo,19000.00
P844,Panasonic Drone,Photo,78000.00
P845,Panasonic Lens,Photo,34000.00
P846,Panasonic Tripod,Photo,3800.00
P847,Panasonic Camera Bag,Photo,2400.00
P848,Panasonic Flash,Photo,7800.00
P849,Panasonic SD Card,Photo,1400.00
P850,Panasonic Gimbal,Photo,11500.00
P851,Olympus DSLR Camera,Photo,40000.00
P852,Olympus Mirrorless Camera,Photo,60000.00
P853,Olympus Action Camera,Photo,17000.00
P854,Olympus Drone,Photo,72000.00
P855,Olympus Lens,Photo,30000.00
P856,Olympus Tripod,Photo,3200.00
P857,Olympus Camera Bag,Photo,2000.00
P858,Olympus Flash,Photo,7000.00
P859,Olympus SD Card,Photo,1000.00
P860,Olympus Gimbal,Photo,10000.00
P861,Leica DSLR Camera,Photo,85000.00
P862,Leica Mirrorless Camera,Photo,120000.00
P863,Leica Action Camera,Photo,40000.00
P864,Leica Drone,Photo,150000.00
P865,Leica Lens,Photo,80000.00
P866,Leica Tripod,Photo,8000.00
P867,Leica Camera Bag,Photo,6000.00
P868,Leica Flash,Photo,15000.00
P869,Leica SD Card,Photo,4000.00
P870,Leica Gimbal,Photo,25000.00
P871,GoPro DSLR Camera,Photo,35000.00
P872,GoPro Mirrorless Camera,Photo,50000.00
P873,GoPro Action Camera,Photo,30000.00
P874,GoPro Drone,Photo,60000.00
P875,GoPro Lens,Photo,20000.00
P876,GoPro Tripod,Photo,2500.00
P877,GoPro Camera Bag,Photo,1500.00
P878,GoPro Flash,Photo,5000.00
P879,GoPro SD Card,Photo,800.00
P880,GoPro Gimbal,Photo,8000.00
P881,DJI DSLR Camera,Photo,55000.00
P882,DJI Mirrorless Camera,Photo,75000.00
P883,DJI Action Camera,Photo,35000.00
P884,DJI Drone,Photo,90000.00
P885,DJI Lens,Photo,45000.00
P886,DJI Tripod,Photo,5000.00
P887,DJI Camera Bag,Photo,3500.00
P888,DJI Flash,Photo,10000.00
P889,DJI SD Card,Photo,2500.00
P890,DJI Gimbal,Photo,18000.00
P891,Insta360 DSLR Camera,Photo,38000.00
P892,Insta360 Mirrorless Camera,Photo,55000.00
P893,Insta360 Action Camera,Photo,32000.00
P894,Insta360 Drone,Photo,65000.00
P895,Insta360 Lens,Photo,25000.00
P896,Insta360 Tripod,Photo,3000.00
P897,Insta360 Camera Bag,Photo,1800.00
P898,Insta360 Flash,Photo,6000.00
P899,Insta360 SD Card,Photo,1200.00
P900,Insta360 Gimbal,Photo,9000.00
P901,Fitbit Fitness Tracker,Health,8000.00
P902,Fitbit GPS Watch,Health,12000.00
P903,Fitbit Heart Rate Monitor,Health,5000.00
P904,Fitbit Smart Scale,Health,4000.00
P905,Fitbit Running Watch,Health,10000.00
P906,Fitbit Triathlon Watch,Health,15000.00
P907,Fitbit Step Counter,Health,2000.00
P908,Fitbit Sleep Tracker,Health,6000.00
P909,Fitbit Activity Band,Health,3500.00
P910,Fitbit Sport Watch,Health,9000.00
P911,Garmin Fitness Tracker,Health,12000.00
P912,Garmin GPS Watch,Health,18000.00
P913,Garmin Heart Rate Monitor,Health,8000.00
P914,Garmin Smart Scale,Health,6000.00
P915,Garmin Running Watch,Health,15000.00
P916,Garmin Triathlon Watch,Health,25000.00
P917,Garmin Step Counter,Health,3000.00
P918,Garmin Sleep Tracker,Health,9000.00
P919,Garmin Activity Band,Health,5000.00
P920,Garmin Sport Watch,Health,14000.00
P921,Suunto Fitness Tracker,Health,10000.00
P922,Suunto GPS Watch,Health,15000.00
P923,Suunto Heart Rate Monitor,Health,6000.00
P924,Suunto Smart Scale,Health,4500.00
P925,Suunto Running Watch,Health,12000.00
P926,Suunto Triathlon Watch,Health,20000.00
P927,Suunto Step Counter,Health,2500.00
P928,Suunto Sleep Tracker,Health,7000.00
P929,Suunto Activity Band,Health,4000.00
P930,Suunto Sport Watch,Health,11000.00
P931,Polar Fitness Tracker,Health,9000.00
P932,Polar GPS Watch,Health,14000.00
P933,Polar Heart Rate Monitor,Health,5500.00
P934,Polar Smart Scale,Health,4200.00
P935,Polar Running Watch,Health,11000.00
P936,Polar Triathlon Watch,Health,18000.00
P937,Polar Step Counter,Health,2200.00
P938,Polar Sleep Tracker,Health,6500.00
P939,Polar Activity Band,Health,3800.00
P940,Polar Sport Watch,Health,10500.00
P941,Coros Fitness Tracker,Health,11000.00
P942,Coros GPS Watch,Health,16000.00
P943,Coros Heart Rate Monitor,Health,7000.00
P944,Coros Smart Scale,Health,5000.00
P945,Coros Running Watch,Health,13000.00
P946,Coros Triathlon Watch,Health,22000.00
P947,Coros Step Counter,Health,2800.00
P948,Coros Sleep Tracker,Health,8000.00
P949,Coros Activity Band,Health,4500.00
P950,Coros Sport Watch,Health,12500.00
P951,Amazfit Fitness Tracker,Health,6000.00
P952,Amazfit GPS Watch,Health,9000.00
P953,Amazfit Heart Rate Monitor,Health,3500.00
P954,Amazfit Smart Scale,Health,2500.00
P955,Amazfit Running Watch,Health,7000.00
P956,Amazfit Triathlon Watch,Health,12000.00
P957,Amazfit Step Counter,Health,1500.00
P958,Amazfit Sleep Tracker,Health,4000.00
P959,Amazfit Activity Band,Health,2000.00
P960,Amazfit Sport Watch,Health,6500.00
P961,Xiaomi Fitness Tracker,Health,4000.00
P962,Xiaomi GPS Watch,Health,6000.00
P963,Xiaomi Heart Rate Monitor,Health,2500.00
P964,Xiaomi Smart Scale,Health,1800.00
P965,Xiaomi Running Watch,Health,5000.00
P966,Xiaomi Triathlon Watch,Health,8000.00
P967,Xiaomi Step Counter,Health,1000.00
P968,Xiaomi Sleep Tracker,Health,3000.00
P969,Xiaomi Activity Band,Health,1500.00
P970,Xiaomi Sport Watch,Health,4500.00
P971,Huawei Fitness Tracker,Health,5000.00
P972,Huawei GPS Watch,Health,7500.00
P973,Huawei Heart Rate Monitor,Health,3000.00
P974,Huawei Smart Scale,Health,2200.00
P975,Huawei Running Watch,Health,6000.00
P976,Huawei Triathlon Watch,Health,10000.00
P977,Huawei Step Counter,Health,1200.00
P978,Huawei Sleep Tracker,Health,3500.00
P979,Huawei Activity Band,Health,1800.00
P980,Huawei Sport Watch,Health,5500.00
P981,Apple Fitness Tracker,Health,15000.00
P982,Apple GPS Watch,Health,45000.00
P983,Apple Heart Rate Monitor,Health,10000.00
P984,Apple Smart Scale,Health,8000.00
P985,Apple Running Watch,Health,35000.00
P986,Apple Triathlon Watch,Health,55000.00
P987,Apple Step Counter,Health,5000.00
P988,Apple Sleep Tracker,Health,12000.00
P989,Apple Activity Band,Health,8500.00
P990,Apple Sport Watch,Health,40000.00
P991,Samsung Fitness Tracker,Health,10000.00
P992,Samsung GPS Watch,Health,25000.00
P993,Samsung Heart Rate Monitor,Health,7000.00
P994,Samsung Smart Scale,Health,5000.00
P995,Samsung Running Watch,Health,20000.00
P996,Samsung Triathlon Watch,Health,35000.00
P997,Samsung Step Counter,Health,3000.00
P998,Samsung Sleep Tracker,Health,8000.00
P999,Samsung Activity Band,Health,4500.00
P1000,Samsung Sport Watch,Health,22000.00
